text,sentiment
"Mysigt ställe med fantastiskt god mat och bra service. Vi åt avsmakningsmenyn och blev inte besvikna, maten var fantastisk! Personalen var trevlig och servicen utmärkt. Vi kommer definitivt komma tillbaka hit.",positive
"sålt hus, mäklaren översittarfasoner, visste bäst, förväntade mig inte det beteendet har fortfarande inte fått kontraktet mäklaren slutat!? skulle skrivas på av fler personer  När detta är över så, förmodligen använder jag mig inte av Fastighetsbyrån igen ",negative
Var på julbord tillsammans med mina kollegor och vi valde eftermiddagsbokningen. Den var lugn och behaglig :-) Maten var supergod och personalen verkligen trevliga och serviceminded.,positive
"Tycker studion saknade vissa faciliter, det fanns ingen omklädningsrum och fanns bara 2 toa som e lite för lite när det finns 15 gravida tjejer som e med på kursen. Lärare går inte runt och rättar till eller ger passningar",negative
"Köpte massage, fick ett bra och professionellt bemötande. Skulle rekommendera stället",positive
Som hos all nätägare betalar jag för en sen länge avbetald infrastruktur med en prissättning som är helt godtycklig i ett monopolliknande system. Bra affärsidé! Ta grymt betalt för något folk inte kan välja bort...,negative
"Köpt lägenhet Emma tog över när ordinarie mäklare gick till annat jobb I detta var Emma informativ, positiv och inlyssnande Ärlig med det hon inte visste just då Under vägs mycket informativ Känt mig trygg med köpet hela vägen Allmänt kan jag säga att Emma verkar ung/ ny i sitt jobb Har inte den botten som den förra mäklaren hade, ännu Detta tas igen av hennes inlyssnande och känsla för vad som är rätt",positive
Fruktansvärt trångt och högljutt. Man satt nästan i knät på folk. Maten var god men vi gick så fort vi var klara.,negative
Flaggor till en golftävling. Bra bemött. Dom levde upp till det vi kom överens om. Bra och trevlig personal.,positive
"Försökte först boka online. Fick då prisuppgift på över 6000 kr. Ringde då och frågade varför priset var så högt. Fick då svaret att priset blir ca 2500 kr. Skapar känslan av att man kan bli lurad om man inte ifrågasätter era offerter. När jag lämnade in bilen var jag tydlig med att jag fått upp varningstext på instrumentpanelen om att ""positionsljus ur funktion"". När jag hämtade bilen sa ni att det inte var något fel på någon lampa. När jag kört en stund kom samma varningstext upp igen. Åkte tillbaka och en kille gick med mig ut till bilen. Det visade sig mycket riktigt att alla lampor inte fungerade. Även detta ger en känslka av att man kan bli lurad om man inte dubbelkollar och ifrågasätter.",negative
Även om jag ogillar tandläkare skarpt är det alltid trevligt att komma till Tove! Hälsar Gunilla,positive
"1. Vid visningen av huset var vattnet avstängt så att smak mm inte kunde kontrolleras. 2 Fick besked om att kommunalt vatten inte fanns i närheten. I infomaterial om huset nämndes att det förelåg korrespondens mellan ägare och kommun varvid senare framgick att vattenledning finns i tomtgräns. Vattenprover på befintlig brunn hade  inte utförts vilket vi anmärkte på. När köpekontrakt skulle skrivas , märkligt nog utan mäklares närvaro, insisterade vi på vattenprov vilket senare visade att vattnet var otjänligt. Detta skulle naturligtvis varit med från början. Reduktion av köpeskilling med 15000 accepterades av säljaren. Åtgärder på huset som togs upp vid besiktning kom ej att noteras av mäklare, eftersom denne ej fanns på plats. 3. Vi lade ett bud ( utgångspriset) dagen efter visning men fick vi ingen respons på en vecka.  Det enda budet låg kvar. Via hemnet och utan kontakt från mäklaren  kunde vi konstatera att ytterligare  en visning skulle äga rum. Därefter började budgivning. Medbudande, när det lämnades ut, har anonymt telefonnummer och kan inte nås. Detta handläggande lämnar en hel del att önska. 20160101 Johan Bergenius",negative
"Nytt säljrekord i föreningen, och han har stått ut med alla mina frågor under vägens gång och besvarat dem på ett sätt som jag förstått trots att det är min första försäljning. Super både för dig som säljer din första eller tionde lägenhet!",positive
"Dåligt utförd service, och även om jag bad om att få bilen klar så tidigt som möjligt eftersom jag bor på andra sidan stan så tog dom in min bil kl 14 på EM när jag kom dit och skulle hämta bilen! Fel som är verkligen uppenbara anmärkte dom inte ens på! Frågan är om dom en har gått igenom bilen! Fick boka tid hos BMW direkt efter besöket!",negative
Traditionell undersökning. Snabbt. Effektivt.,positive
Köpte en bil hos dom i sista sekunden. Verkar som de gjort allt för att dölja fel som var på bilen. Motorn rasade inom 60 mil. Eftersom jag bor 50 från Stockholm så ville säljaren att jag skulle stå för alla kostnader att få bilen till Stockholm (10.000-15.000 kr) De kunde hämta bilen om jag köpte ny för 180.000 kr och allt skulle vara frid och fröjd :-/ Lämnade in bilen på verkstad och fick byta motordelar för 39.000 kr för att få bilen på rull igen. Ska processa via ARN nu. SÅ HÅLL ER SÅ LÅNGT BORTA FRÅN DETTA SKUMMA FÖRETAG SOM DET GÅR.,negative
Städ ning. Proffsig  och trevlig personal.,positive
Slarvig brasiliansk vaxning som gav inåt växta hårstrån !,negative
Jag köpte en begravning. Bra bemötande av personalen. Förväntningarna som jag hade blev uppfyllda.,positive
"Jag besökte Thomas Segeby. Ganska dåligt. Han verkade mer intresserad av att tjäna pengar än att ge bra hjälp. Jag ville ha ordentlig information om vilka rörelser i allmänhet och vid träning som kunde vara bra respektive sämre för min lumbago (ryggskott). Fick lite info vid första mötet. Sedan var han motvillig, snarare sarkastisk när jag bad om mer information/samtal om detta de två följande mötena. Han ville bara lägga mig så snabbt som möjligt med värmedyna och elektriska plattor, ""så att han kunde ta hand om andra patienter samtidigt och tjäna mer"". Inget vidare. Var hos en annan sjukgymnast senare som var seriös yrkesutövare på ett helt annat sätt.",negative
I rutan till höger beskriver du det bemötande du fick och hur väl mäklaren lever upp till din förväntan. Sammanfatta gärna din upplevelse som kund.,positive
"En hamburgare som får soltorkad köttfärslimpa att framstå som saftig, dessutom riktigt lång tid innan maten serverades. Varning för deras burgare!",negative
Mycket bra trevliga och doktiga och bra priser,positive
"Vi lämnade in bilen för oljebyte. Det var en massa saker som tillkom och som var väldigt svåra för mig som kund att avgöra om de är nödvändiga eller ej. När jag ifrågasatte så fick jag en väldigt kort redogörelse, något i stil med; detta måste göras. Som kund som inte kan bilar så känner man att man är helt i händerna på er. En obehaglig känsla, det handlar om mycket pengar som man inte riktigt vet vad de går till. Önskar vänligare bemötande, bättre förståelse och mer pedagogiska förklaringar av de som bemöter kunderna.",negative
"Vi har gjort en stor tillbyggnad på 60kvm och är kanon-nöjda! Professionella, trevliga och ej luringar! Juste firma!",positive
"Senast jag var där och undrade över min rätt till tandvårdsbidrag fick jag superluddiga svar, är under 29 och har inte varit hos tandläkaren på över ett år men fick ändå inget avdrag på priset. Tandhygienisten verkade inte alls veta vad som gällde utan bad mig prata med en annan kvinna på mottagningen. Jsg stod och väntade i tio minuter på att hon skulle avsluta sitt telefonsamtal och när hon var klar så fräste hon åt mig, innan jag knappt hunnit avsluta meningen, att -xx har nog redan förklarat det! Fick snällt betala och gick därifrån med en olustig känsla i magen. Kommer ej gå tillbaka, synd för jag tycker de varit trevliga att ha att göra med innan!",negative
HemMiljö gjorde en flyttstädning av mitt hus på kort varsel. Mycket bra bemötande och service från kundtjänstpersonal. Mycket väl utfört arbete av städpersonalen som även de gav ett bra bemötande och bra service.,positive
"Varning, anlita ej! Flyttstädningen slutade med nästintill smutsigare lägenhet än innan. Företaget städade inte alls på ställen som baksidan av framdragen /kyl och frys eller på balkongen som utlovat. Dessutom lyckades de med att förstöra lister i fönstrena som de sedan trampade och smetade ut till stora svarta fläckar på golven! Även ett skrivbord som stod kvar fick någon mörk sörja över hela sig, helt horribelt. När vi sedan vägrade besvära oss att åka den långa vägen hem för att släppa in dem igen (vem vill ha in denna totala inkompetens i hemmet ytterligare en gång?), hotar de med inkasso direkt när vi vägrar betala fullt pris för katastrofen. Bland det värsta jag har varit med om, både vad gäller utfört arbete och kundservice. Och jag är typisk svensk, jag klagar fasen nästan aldrig. ",negative
"Snabb leverans, bra utbud och bra info om produkterna! Trevlig paket!",positive
Felaktiga leveransuppgifter och dålig återkoppling.,negative
"Grymt nöjd med arbetet! Höll tidsplanen, var kundorienterade och erbjöd bra pris. Har inget att klaga på!",positive
"Köpt brandlarm som tydligen inte fungerar. Larmet går till telegonkedjan. Men det larmar inte hemma i huset. Och jag trodde att larmet var en säkerhetuom jag inte är hemma, men det är bara ett skit larm. Funkar inte som det ska.. 👎👎👎",negative
Mycket gott bemötande. Alltid anträffbar via telefon. Bra information. Trevlig o sympatisk. Fick mycket bra hjälp vid försäljning av vårt hus. Helt nöjd och kan verkligen rekommendera honom som en god fastighetsmäklare.,positive
Tog inte hand om problemet enligt min åsikt.,negative
städning trevlig början på ny bekantskap,positive
Man får inte alls info samt problem i bilen,negative
Bästa recond någonsin - mycket nogranna och seriösa. Rekomenderar detta ställe!,positive
Sådär... :( gick bra o sälja begagnat men sen när man behövde hjälp m. reparation som utlovat då gick det inte lika bra,negative
Nöjd med både leveranstiderna och varorna.,positive
"Låt er inte luras! Ett falskt påstående i telefon vid uppringning - det är ej lag på rengöring av imkanal, vilket påstods. Möjligt att de vet hur man gör, men det står varningsartiklar att hitta på nätet om man googlar dem",negative
Vi helrenoverade ett litet badrum. Ett professionellt bemötande från början till slut. ASH fixade allt precis som vi ville ha det och arbetet flöt på bra genom hela projekttiden! Vi är jättenöjda.,positive
Ringer man och vill säga upp ett abonnemang vill man fan inte höra 5 minuters säljarsnack.,negative
"Mycket lyhörd på mina önskemål. Är tillmötesgående vid önskemål om extra visningar. Positiv, kunnigt och korrekt sätt vid hela försäljnings processen. Jag kan varmt rekommendera Elin. Mvh Ulrika S",positive
